# ----------------------------------------
# 1 Master View
# Огляд аудиторії
# 20190301-20190430
# ----------------------------------------

Індекс години,Діапазон дат,Сегмент,Сер. тривалість сеансу
000469,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:36
000469,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:19
000470,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:50
000470,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:45
000470,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:27
000471,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:02
000471,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:57
000471,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:28
000472,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:11
000472,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:52
000472,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:17
000473,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:04
000473,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:34
000473,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:19
000474,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:57
000474,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:22
000474,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:03
000475,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:38
000475,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:34
000475,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:45
000476,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:04:16
000476,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:13
000476,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:21
000477,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:25
000477,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:23
000477,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:41
000478,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:05
000478,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:09
000478,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:26
000479,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:48
000479,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:00
000479,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:42
000480,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:13
000480,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:17
000480,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:37
000481,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:06
000481,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:44
000481,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:16
000482,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:30
000482,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:37
000482,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:56
000483,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:09
000483,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:00:42
000483,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:04:37
000484,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:33
000484,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:17
000484,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:04:58
000485,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:23
000485,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:21
000485,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:24
000486,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:02
000486,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:25
000486,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:04
000487,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:45
000487,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:05
000487,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:38
000488,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:04
000488,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:11
000488,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:05
000489,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:00
000489,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:45
000489,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:09
000490,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:06
000490,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:34
000490,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:41
000491,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:48
000491,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:06
000491,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:49
000492,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:22
000492,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:17
000492,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:46
000493,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:36
000493,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:04
000493,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:04:32
000494,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:55
000494,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:17
000494,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:04
000495,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:11
000495,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:55
000495,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:40
000496,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:35
000496,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:04
000496,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:11
000497,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:53
000497,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:16
000497,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:27
000498,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:59
000498,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:49
000498,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:04:28
000499,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:29
000499,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:00
000499,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:52
000500,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:11
000500,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:50
000500,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:33
000501,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:38
000501,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:56
000501,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:35
000502,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:43
000502,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:39
000502,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:40
000503,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:06:27
000503,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:06:42
000503,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:40
000504,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:52
000504,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:02
000504,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:41
000505,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:04:36
000505,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:50
000505,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:02
000506,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:14
000506,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:10
000506,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:48
000507,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:29
000507,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:49
000507,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:06
000508,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:00:52
000508,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:25
000508,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:22
000509,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:42
000509,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:58
000509,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:22
